Transport,route_name,route_link,Date,busname,bustype,departing_time,duration,bp_time,star_rating,price,seats_available
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-24,HRTC - 562,Ordinary 3+2 Non AC Seater,15:15,12h 00m,03:15,3.8,660,37
HRTC,Chamba (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,2024-07-24,HRTC - 1017,Ordinary 3+2 Non AC Seater,12:50,17h 10m,06:00,4.0,796,37
HRTC,Chamba (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,2024-07-24,HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,17h 30m,08:30,2.7,862,36
HRTC,Chamba (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,2024-07-24,HRTC - 1024,A/C Executive (2+3),16:20,16h 15m,08:35,3.3,1007,38
HRTC,Chamba (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,2024-07-24,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,15h 20m,09:00,3.9,1589,31
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-24,HRTC - 964,Ordinary 3+2 Non AC Seater,04:30,08h 10m,12:40,3.9,454,36
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-24,HRTC - 982,Ordinary 3+2 Non AC Seater,04:40,08h 35m,13:15,3.9,464,36
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-24,HRTC - 950,Ordinary 3+2 Non AC Seater,05:00,07h 55m,12:55,3.9,450,25
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-24,HRTC - 1309,Ordinary 3+2 Non AC Seater,05:40,08h 30m,14:10,3.9,452,37
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-24,HRTC - 1531,Ordinary 3+2 Non AC Seater,06:48,07h 32m,14:20,2.3,377,37
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-24,HRTC - 1265,Ordinary 3+2 Non AC Seater,08:10,07h 20m,15:30,3.9,367,39
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-24,HRTC - 1137,Ordinary 3+2 Non AC Seater,14:25,05h 50m,20:15,3.9,365,37
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-24,HRTC - 127,Himsuta AC Seater Volvo/Scania 2+2,14:50,06h 50m,21:40,3.9,655,30
HRTC,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,2024-07-24,HRTC - 533,Ordinary 3+2 Non AC Seater,07:20,08h 00m,15:20,3.7,332,37
HRTC,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,2024-07-24,HRTC - 513,Ordinary 3+2 Non AC Seater,10:30,06h 30m,17:00,3.2,332,27
HRTC,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,2024-07-24,HRTC - 514,Ordinary 3+2 Non AC Seater,11:30,07h 45m,19:15,3.7,332,37
HRTC,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,2024-07-24,HRTC - 6754,A/C Executive (2+3),12:00,06h 40m,18:40,3.6,442,43
HRTC,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,2024-07-24,HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,09h 45m,07:15,2.5,332,39
HRTC,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,2024-07-24,HRTC - 6708,Ordinary 3+2 Non AC Seater,05:30,07h 40m,13:10,3.1,300,37
HRTC,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,2024-07-24,HRTC - 6753,Ordinary 3+2 Non AC Seater,10:30,07h 00m,17:30,4.1,310,37
HRTC,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,2024-07-24,HRTC - 6649,A/C Executive (2+3),13:50,06h 40m,20:30,3.6,420,45
HRTC,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,2024-07-24,HRTC - 6709,Ordinary 3+2 Non AC Seater,19:30,06h 15m,01:45,3.9,310,35
HRTC,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,2024-07-24,HRTC - 843,Ordinary 3+2 Non AC Seater,20:30,07h 30m,04:00,3.6,310,37
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-24,HRTC - 906,Ordinary 3+2 Non AC Seater,06:00,12h 15m,18:15,3.7,630,37
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-24,HRTC - 1138,Ordinary 3+2 Non AC Seater,07:40,12h 35m,20:15,3.7,630,37
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-24,HRTC - 923,Ordinary 3+2 Non AC Seater,08:00,12h 00m,20:00,4.8,638,36
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-24,HRTC - 967,Ordinary 3+2 Non AC Seater,15:00,12h 15m,03:15,1.4,630,37
HRTC,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,2024-07-24,HRTC - 6651,Ordinary 3+2 Non AC Seater,05:30,11h 00m,16:30,4.3,465,43
HRTC,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,2024-07-24,HRTC - 887,Ordinary 3+2 Non AC Seater,08:00,08h 30m,16:30,4.7,463,37
HRTC,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,2024-07-24,HRTC - 680,Ordinary 3+2 Non AC Seater,18:18,10h 12m,04:30,4.3,485,33
HRTC,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,2024-07-24,HRTC - 763,Ordinary 3+2 Non AC Seater,19:40,09h 20m,05:00,4.5,463,37
HRTC,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,2024-07-24,HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,20:00,08h 30m,04:30,4.5,912,21
HRTC,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,2024-07-24,HRTC - 506,Ordinary 3+2 Non AC Seater,07:03,12h 57m,20:00,3.8,643,36
HRTC,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,2024-07-24,HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,11h 15m,05:20,4.5,612,37
HRTC,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,2024-07-24,HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,08h 56m,04:10,3.8,575,37
HRTC,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,2024-07-24,HRTC - 549,A/C Executive (2+3),19:25,11h 20m,06:45,2.7,701,44
HRTC,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,2024-07-24,HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,10h 55m,07:10,3.8,575,37
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-24,UPSRTC - PLB0002,Shatabdi AC Seater 2+2,00:25,05h 35m,06:00,4.1,598,20
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-24,UPSRTC - STD0080,Ordinary Non AC Seater 2+3,00:35,07h 25m,08:00,3.3,450,52
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-24,UPSRTC - BLY0150,Janrath AC Seater 2+2,07:05,04h 40m,11:45,3.3,598,36
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-24,UPSRTC - BLY0145,Rajdhani Non AC Seater 2+3,07:30,05h 00m,12:30,3.3,448,52
UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2024-07-24,UPSRTC - RKD0134,Janrath AC Seater 2+3,00:31,05h 00m,05:31,2.7,520,48
UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2024-07-24,UPSRTC - BLY0112,Janrath AC Seater 2+2,05:31,04h 44m,10:15,3.4,598,33
UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2024-07-24,UPSRTC - STD0161,Ordinary Non AC Seater 2+3,06:00,07h 16m,13:16,3.3,448,52
UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2024-07-24,UPSRTC - RKD0129,Janrath AC Seater 2+2,06:01,05h 00m,11:01,2.2,598,33
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-24,UPSRTC - SBD0108,Janrath AC Seater 2+2,07:31,08h 29m,16:00,3.0,710,36
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-24,UPSRTC - KSB0073,Janrath AC Seater 2+3,09:02,08h 00m,17:02,4.9,612,47
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-24,UPSRTC - BSR0059,Ordinary Non AC Seater 2+3,18:32,07h 28m,02:00,3.3,485,52
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-24,UPSRTC - HDD0064,Ordinary Non AC Seater 2+3,19:09,09h 02m,04:11,3.3,512,52
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-24,UPSRTC - FKP0027,,20:00,08h 55m,04:55,1.2,710,0
UPSRTC,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,2024-07-24,UPSRTC - BDN0018,Ordinary Non AC Seater 2+3,05:30,06h 00m,11:30,3.3,403,52
UPSRTC,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,2024-07-24,UPSRTC - GRH0090,Ordinary Non AC Seater 2+3,05:50,07h 00m,12:50,3.3,403,52
UPSRTC,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,2024-07-24,UPSRTC - BDN0039,Ordinary Non AC Seater 2+3,06:00,06h 31m,12:31,3.3,411,52
UPSRTC,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,2024-07-24,UPSRTC - GRH0091,Ordinary Non AC Seater 2+3,06:10,07h 00m,13:10,3.3,403,52
UPSRTC,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,2024-07-24,UPSRTC - BDN0036,Ordinary Non AC Seater 2+3,07:00,06h 30m,13:30,3.3,411,52
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-24,UPSRTC - RBL0038,Ordinary Non AC Seater 2+3,00:01,05h 00m,05:01,3.3,310,52
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-24,UPSRTC - RBL0042,Ordinary Non AC Seater 2+3,00:40,05h 00m,05:40,3.3,310,52
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-24,UPSRTC - PYD0159,Janrath AC Seater 2+3,01:31,04h 30m,06:01,3.2,396,48
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-24,UPSRTC - LDR0028,Janrath AC Seater 2+3,05:20,04h 39m,09:59,3.8,396,44
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-24,UPSRTC - CHL0011,Ordinary Non AC Seater 2+3,00:05,07h 39m,07:44,3.3,475,52
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-24,UPSRTC - KSH0026,Janrath AC Seater 2+2,00:30,08h 27m,08:57,3.3,690,36
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-24,UPSRTC - CHL0013,Ordinary Non AC Seater 2+3,00:35,07h 35m,08:10,3.3,475,52
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-24,UPSRTC - CHL0015,Ordinary Non AC Seater 2+3,02:30,07h 45m,10:15,3.3,475,52
UPSRTC,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,2024-07-24,UPSRTC - BDN0064,Ordinary Non AC Seater 2+3,01:30,06h 00m,07:30,3.3,368,52
UPSRTC,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,2024-07-24,UPSRTC - BDN0035,Ordinary Non AC Seater 2+3,02:30,06h 15m,08:45,3.3,368,51
UPSRTC,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,2024-07-24,UPSRTC - BDN0026,Ordinary Non AC Seater 2+3,03:30,06h 30m,10:00,3.3,368,52
UPSRTC,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,2024-07-24,UPSRTC - BDN0023,Ordinary Non AC Seater 2+3,04:00,06h 00m,10:00,1.7,403,52
UPSRTC,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,2024-07-24,UPSRTC - SKD0021,Ordinary Non AC Seater 2+3,05:30,08h 15m,13:45,3.3,368,52
UPSRTC,Agra to Bareilly,https://www.redbus.in/bus-tickets/agra-to-bareilly,2024-07-24,UPSRTC - BLY0065,Ordinary Non AC Seater 2+3,12:30,05h 00m,17:30,3.3,323,52
UPSRTC,Agra to Bareilly,https://www.redbus.in/bus-tickets/agra-to-bareilly,2024-07-24,UPSRTC - RKD0055,Ordinary Non AC Seater 2+3,13:31,06h 00m,19:31,3.3,323,52
UPSRTC,Agra to Bareilly,https://www.redbus.in/bus-tickets/agra-to-bareilly,2024-07-24,UPSRTC - BLY0070,Ordinary Non AC Seater 2+3,14:00,05h 00m,19:00,3.1,323,52
UPSRTC,Agra to Bareilly,https://www.redbus.in/bus-tickets/agra-to-bareilly,2024-07-24,UPSRTC - AGF0047,Shatabdi AC Seater 2+2,14:01,05h 59m,20:00,3.1,486,40
UPSRTC,Agra to Bareilly,https://www.redbus.in/bus-tickets/agra-to-bareilly,2024-07-24,UPSRTC - BLY0049,Janrath AC Seater 2+3,17:00,05h 30m,22:30,2.1,417,48
UPSRTC,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2024-07-24,UPSRTC - RBL0011,Ordinary Non AC Seater 2+3,03:30,05h 00m,08:30,3.3,310,52
UPSRTC,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2024-07-24,UPSRTC - RBL0015,Ordinary Non AC Seater 2+3,04:00,05h 00m,09:00,3.3,310,52
UPSRTC,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2024-07-24,UPSRTC - RBL0019,Ordinary Non AC Seater 2+3,04:30,04h 30m,09:00,3.3,310,52
UPSRTC,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2024-07-24,UPSRTC - RBL0023,Ordinary Non AC Seater 2+3,04:50,05h 00m,09:50,3.3,310,52
UPSRTC,Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi,2024-07-24,UPSRTC - BRT0064,Ordinary Non AC Seater 2+3,10:10,10h 50m,21:00,3.3,697,52
UPSRTC,Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi,2024-07-24,UPSRTC - STD0237,Ordinary Non AC Seater 2+3,14:55,12h 01m,02:56,3.3,697,52
UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,2024-07-24,UPSRTC - FKP0028,Janrath AC Seater 2+2,08:00,08h 55m,16:55,3.3,710,36
UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,2024-07-24,UPSRTC - FKP0030,Janrath AC Seater 2+2,09:00,08h 55m,17:55,3.3,710,36
UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,2024-07-24,UPSRTC - SBD0105,Janrath AC Seater 2+2,10:01,08h 29m,18:30,3.7,710,36
UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,2024-07-24,UPSRTC - STD0053,Ordinary Non AC Seater 2+3,14:00,06h 34m,20:34,3.3,501,52
UPSRTC,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi,2024-07-24,UPSRTC - SRG0024,Ordinary Non AC Seater 2+3,01:27,02h 33m,04:00,3.3,262,52
UPSRTC,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi,2024-07-24,UPSRTC - AWD0224,Shatabdi AC Seater 2+2,01:45,03h 15m,05:00,3.3,382,33
UPSRTC,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi,2024-07-24,UPSRTC - MDD0027,Ordinary Non AC Seater 2+3,04:30,02h 30m,07:00,3.3,294,52
UPSRTC,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi,2024-07-24,UPSRTC - MDD0028,Ordinary Non AC Seater 2+3,05:00,03h 00m,08:00,3.3,294,52
UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2024-07-24,UPSRTC - STD0241,Ordinary Non AC Seater 2+3,04:30,11h 19m,15:49,3.3,697,52
UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2024-07-24,UPSRTC - STD0161,Ordinary Non AC Seater 2+3,06:00,12h 07m,18:07,3.3,697,52
UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,2024-07-24,UPSRTC - STD0304,Ordinary Non AC Seater 2+3,07:10,10h 54m,18:04,3.3,697,52
UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,2024-07-24,UPSRTC - BLY0064,Ordinary Non AC Seater 2+3,05:30,05h 00m,10:30,3.3,323,52
UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,2024-07-24,UPSRTC - RKD0054,Ordinary Non AC Seater 2+3,06:01,06h 00m,12:01,3.3,323,52
UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,2024-07-24,UPSRTC - BLY0069,Ordinary Non AC Seater 2+3,07:00,05h 00m,12:00,3.3,323,52
UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,2024-07-24,UPSRTC - RKD0077,Ordinary Non AC Seater 2+3,08:00,06h 00m,14:00,3.3,323,52
UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,2024-07-24,UPSRTC - BLY0135,Janrath AC Seater 2+3,09:01,05h 59m,15:00,2.6,417,48
UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,2024-07-24,UPSRTC - AYD0022,Ordinary Non AC Seater 2+3,04:30,06h 15m,10:45,3.3,527,52
UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,2024-07-24,UPSRTC - AYD0028,Ordinary Non AC Seater 2+3,04:32,07h 43m,12:15,3.3,563,52
UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,2024-07-24,UPSRTC - SLP0013,Ordinary Non AC Seater 2+3,05:30,07h 00m,12:30,3.3,532,52
UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,2024-07-24,UPSRTC - TAJ0023,Janrath AC Seater 2+2,06:00,05h 50m,11:50,2.6,760,36
UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,2024-07-24,UPSRTC - JHD0026,Ordinary Non AC Seater 2+3,01:35,04h 55m,06:30,3.3,381,51
UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,2024-07-24,UPSRTC - JHD0006,Janrath AC Seater 2+3,06:30,05h 15m,11:45,2.6,477,43
UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,2024-07-24,UPSRTC - FZG0003,Ordinary Non AC Seater 2+3,08:00,05h 30m,13:30,3.3,381,52
UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,2024-07-24,UPSRTC - JHD0013,Janrath AC Seater 2+3,08:31,05h 00m,13:31,3.4,477,46
UPSRTC,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,2024-07-24,UPSRTC - AMT0035,Ordinary Non AC Seater 2+3,03:00,08h 30m,11:30,3.3,475,52
UPSRTC,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,2024-07-24,UPSRTC - STD0142,Ordinary Non AC Seater 2+3,04:00,09h 02m,13:02,3.3,482,52
UPSRTC,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,2024-07-24,UPSRTC - CNT0044,Ordinary Non AC Seater 2+3,05:00,07h 00m,12:00,3.3,475,51
UPSRTC,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,2024-07-24,UPSRTC - CNT0058,Rajdhani Non AC Seater 2+3,05:59,06h 16m,12:15,3.3,475,51
UPSRTC,Bareilly to Haridwar,https://www.redbus.in/bus-tickets/bareilly-to-haridwar,2024-07-24,UPSRTC - RKD0037,Janrath AC Seater 2+3,10:30,07h 10m,17:40,3.7,505,48
UPSRTC,Bareilly to Haridwar,https://www.redbus.in/bus-tickets/bareilly-to-haridwar,2024-07-24,UPSRTC - FZG0001,Ordinary Non AC Seater 2+3,19:30,07h 30m,03:00,3.3,413,52
UPSRTC,Bareilly to Haridwar,https://www.redbus.in/bus-tickets/bareilly-to-haridwar,2024-07-24,UPSRTC - ORI0085,Ordinary Non AC Seater 2+3,19:35,07h 55m,03:30,3.3,410,52
UPSRTC,Bareilly to Haridwar,https://www.redbus.in/bus-tickets/bareilly-to-haridwar,2024-07-24,UPSRTC - ORI0135,Ordinary Non AC Seater 2+3,19:35,07h 55m,03:30,3.3,410,52
UPSRTC,Bareilly to Haridwar,https://www.redbus.in/bus-tickets/bareilly-to-haridwar,2024-07-24,UPSRTC - STD0527,Ordinary Non AC Seater 2+3,20:35,06h 29m,03:04,3.3,405,52
UPSRTC,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,2024-07-24,UPSRTC - SJP0254,Ordinary Non AC Seater 2+3,00:02,07h 20m,07:22,3.3,584,52
UPSRTC,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,2024-07-24,UPSRTC - TAJ0037,Ordinary Non AC Seater 2+3,05:15,03h 30m,08:45,1.5,386,52
UPSRTC,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,2024-07-24,UPSRTC - IGD0022,Ordinary Non AC Seater 2+3,06:00,05h 35m,11:35,3.3,314,52
UPSRTC,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,2024-07-24,UPSRTC - AGF0013,Ordinary Non AC Seater 2+3,06:00,04h 30m,10:30,3.3,394,51
UPSRTC,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,2024-07-24,UPSRTC - TAJ0033,Ordinary Non AC Seater 2+3,06:14,05h 16m,11:30,3.3,314,52
UPSRTC,Lucknow to Ballia,https://www.redbus.in/bus-tickets/lucknow-to-ballia,2024-07-24,UPSRTC - KRJ0038,Janrath AC Seater 2+3,07:00,13h 00m,20:00,3.3,768,48
UPSRTC,Lucknow to Ballia,https://www.redbus.in/bus-tickets/lucknow-to-ballia,2024-07-24,UPSRTC - AKP0197,Ordinary Non AC Seater 2+3,08:16,12h 14m,20:30,3.3,579,52
UPSRTC,Lucknow to Ballia,https://www.redbus.in/bus-tickets/lucknow-to-ballia,2024-07-24,UPSRTC - AKP0214,Ordinary Non AC Seater 2+3,10:30,11h 16m,21:46,3.3,579,52
UPSRTC,Lucknow to Ballia,https://www.redbus.in/bus-tickets/lucknow-to-ballia,2024-07-24,UPSRTC - BUI0026,Janrath AC Seater 2+2,18:30,09h 10m,03:40,3.3,895,35
UPSRTC,Bareilly to Dehradun,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,2024-07-24,UPSRTC - CBG0092,Pink Express AC Seater 2+2,02:46,06h 29m,09:15,3.3,840,38
UPSRTC,Bareilly to Dehradun,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,2024-07-24,UPSRTC - RKD0037,Janrath AC Seater 2+3,10:30,09h 00m,19:30,3.7,646,46
UPSRTC,Bareilly to Dehradun,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,2024-07-24,UPSRTC - RKD0039,Janrath AC Seater 2+2,21:00,08h 00m,05:00,4.1,814,36
UPSRTC,Bareilly to Dehradun,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,2024-07-24,UPSRTC - VKS0001,Janrath AC Seater 2+2,22:05,07h 10m,05:15,3.4,830,36
UPSRTC,Allahabad to Azamgarh,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,2024-07-24,UPSRTC - CVL0022,Ordinary Non AC Seater 2+3,07:30,05h 40m,13:10,3.3,265,52
UPSRTC,Allahabad to Azamgarh,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,2024-07-24,UPSRTC - CVL0040,Janrath AC Seater 2+2,08:01,05h 09m,13:10,3.3,382,35
UPSRTC,Allahabad to Azamgarh,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,2024-07-24,UPSRTC - CVL0042,Janrath AC Seater 2+2,09:01,05h 09m,14:10,3.3,382,36
UPSRTC,Allahabad to Azamgarh,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,2024-07-24,UPSRTC - CVL0036,Janrath AC Seater 2+3,10:01,05h 09m,15:10,3.3,331,48
UPSRTC,Kanpur (Uttar Pradesh) to Bareilly,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,2024-07-24,UPSRTC - GRH0039,Ordinary Non AC Seater 2+3,08:30,08h 30m,17:00,3.3,407,52
UPSRTC,Kanpur (Uttar Pradesh) to Bareilly,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,2024-07-24,UPSRTC - FZG0001,Ordinary Non AC Seater 2+3,10:50,08h 10m,19:00,3.3,400,52
